Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,,,,,,,,,
7/22/10,Devi Prasad Dhital,,Nepal,Radio Tulsipur FM,Nepal,,,,,,,,,,,"",,,,,,,,,
7/26/10,Amira Hatem,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"",,,,,,,,,
7/26/10,Mohamed Abd al-Kareem Hadi al-Bayati,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"",,,,,,,,,
7/26/10,Aysar Mahmoud Hamid Zankana,,Iraq,Al-Arabiya,Iraq,,,,,,,,,,,"",,,,,,,,,
7/30/10,Ardiansyah Matra'is,Male,Indonesia,Merauke TV,Indonesia,Television,Broadcast,"Business, Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,Yes,Yes,"Yes",,,,,,,,,
7/31/10,Miguel Belen,,Philippines,DWEB,Philippines,,,,,,,,,,,"",,,,,,,,,
8/3/10,Assaf Abu Rahal,Male,Lebanon,Al-Akhbar,Lebanon,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
8/21/10,Ridwan Salamun,Male,Indonesia,Sun TV,Indonesia,Television,Broadcast,Culture,Yes,Local,Mob Violence,Murder,Yes,No,No,"No",,,,,,,,,
8/24/10,Barkhat Awale,Male,Somalia,Hurma Radio,Somalia,Radio,Editor,"Culture, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,,,"",,,,,,,,,
8/24/10,Israel Zelaya D’az,,Honduras,Radio Internacional,Honduras,,,,,,,,,,,"",,,,,,,,,
8/31/10,Abdullahi Omar Gedi,,Somalia,Radio Daljir,Somalia,,,,,,,,,,,"",,,,,,,,,
9/3/10,Aleh Byabenin,Male,Belarus,Charter 97,Belarus,Internet,"Editor, Publisher","Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
9/3/10,Mohammad Sarwar,,Pakistan,Aaj TV,Pakistan,,,,,,,,,,,"",,,,,,,,,
9/4/10,Adams Ledesma Valenzuela,,Argentina,Mundo Villa and Mundo Villa TV,Bolivia,,,,,,,,,,,"",,,,,,,,,
9/5/10,Alberto Graves Chakussanga,Male,Angola,Radio Despertar,Angolan,Radio,Broadcast,Politics,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
9/5/10,Sayed Hamid Noori,,Afghanistan,Radio Television Afghanistan,Afghanistan,,,,,,,,,,,"",,,,,,,,,
9/6/10,Ejaz Raisani,Male,Pakistan,Samaa TV,Pakistan,Television,Camera Operator,Politics,No,Local,"Criminal Group, Mob Violence",Dangerous Assignment,,No,No,"No",,,,,,,,,
9/7/10,Riad al-Saray,Male,Iraq,Al-Iraqiya,Iraq,Television,Broadcast,Culture,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
9/8/10,Safa al-Din Abdel Hamid,Male,Iraq,Al-Mosuliya,Iraq,Television,Broadcast,Culture,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/11/10,Paul Kiggundu,Male,Uganda,TOP Radio and TV,Uganda,"Radio, Television",Broadcast,Crime,Yes,Local,Mob Violence,Murder,Yes,No,No,"No",,,,,,,,,
9/13/10,Dickson Ssentongo,,Uganda,Prime Radio,Uganda,,,,,,,,,,,"",,,,,,,,,
9/14/10,Misri Khan,Male,Pakistan,Ausaf and Mashriq,Pakistan,Print,Print Reporter,"Culture, Politics, War",Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
9/16/10,Luis Carlos Santiago,Male,Mexico,El Diario,Mexico,Print,Photographer,"Crime, Culture, Human Rights, Politics",No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/4/10,Tahrir Kadhim Jawad,Male,Iraq,freelance,Iraq,Television,Camera Operator,"Culture, Politics, War",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
10/14/10,Rodolfo Maya Aricape,,Colombia,Radio Payumat,Colombia,,,,,,,,,,,"",,,,,,,,,
10/18/10,Francisco Gomes de Medeiros,Male,Brazil,Radio Caic—,Brazil,"Radio, Internet","Broadcast, Editor, Internet Reporter","Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Partial,No,Yes,"No",,,,,,,,,
11/5/10,Carlos Alberto Guajardo Romero,Male,Mexico,Expreso Matamoros,Mexico,Print,Print Reporter,Crime,No,Local,Military Officials,Dangerous Assignment,,No,No,"No",,,,,,,,,
11/18/10,Lala Hameed Baloch,,Pakistan,Daily Intikhab ,Pakistan,,,,,,,,,,,"",,,,,,,,,
11/21/10,Mazen Mardan al-Baghdadi,,Iraq,Al-Mosuliya,Iraq,,,,,,,,,,,"",,,,,,,,,
12/5/10,Mehmood Chandio,,Pakistan,Awaz,Pakistan,,,,,,,,,,,"",,,,,,,,,
12/6/10,Pervez Khan,Male,Pakistan,Waqt TV,Pakistan,Television,"Broadcast, Camera Operator","Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
12/6/10,Abdul Wahab,Male,Pakistan,Express News,Pakistan,Television,"Broadcast, Camera Operator","Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
12/12/10,Omar Rasim al-Qaysi,Male,Iraq,Al-Anbar TV,Iraq,Television,Broadcast,"Culture, Sports",No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
12/17/10,Alfrets Mirulewan,Male,Indonesia,Pelangi Weekly,Indonesia,Print,Editor,Crime,No,Local,Criminal Group,Murder,Yes,Yes,No,"Yes",,,,,,,,,
12/20/10,Sushil Pathak,,India,Dainik Bhaskar,Indian,,,,,,,,,,,"",,,,,,,,,
12/28/10,Henry Suazo,,Honduras,"Radio HRN, Cablevisi—n del Atl‡ntico",Honduras,,,,,,,,,,,"",,,,,,,,,
12/28/10,Sun Hongjie,,China,Northern Xinjiang Morning Post ,China,,,,,,,,,,,"",,,,,,,,,
1/3/11,Ilyas Nizzar,,Pakistan,Darwanth ,Pakistan,,,,,,,,,,,"",,,,,,,,,
1/13/11,Wali Khan Babar,Male,Pakistan,Geo TV,Pakistan,Television,Broadcast,"Corruption, Crime, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/17/11,Lucas Mebrouk Dolega,Male,Tunisia,European Pressphoto Agency,France,"Print, Internet",Photographer,Politics,No,Foreign,Military Officials,Dangerous Assignment,,No,No,"No",,,,,,,,,
1/23/11,Umesh Rajput,Male,India,Nai Dunia ,India,Print,Print Reporter,"Corruption, Human Rights, Politics",No,Local,Local Residents,Murder,Yes,No,Yes,"No",,,,,,,,,
1/24/11,Gerardo Ortega,Male,Philippines,DWAR,Philippines,Radio,Columnist,"Business, Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,Yes,"No",,,,,,,,,
1/30/11,Le Hoang Hung,,Vietnam,Nguoi Lao Dong,Vietnam,,,,,,,,,,,"",,,,,,,,,
2/4/11,Ahmad Mohamed Mahmoud,Male,Egypt,Al-Ta'awun,Egypt,Print,Print Reporter,Politics,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No",,,,,,,,,
2/9/11,Rodolfo Ochoa Moreno,,Mexico,Grupo Multimedios Laguna,Mexico,,,,,,,,,,,"",,,,,,,,,
2/17/11,Hilal al-Ahmadi,,Iraq,Freelance,Iraq,,,,,,,,,,,"",,,,,,,,,
2/18/11,Abdost Rind,,Pakistan,freelance,Pakistan,,,,,,,,,,,"",,,,,,,,,
2/24/11,Mohamed al-Hamdani,Male,Iraq,Al-Itijah ,Iraq,Television,Broadcast,Culture,No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No",,,,,,,,,
2/28/11,Marcel Legr_,,Ivory Coast,La Refondation,Ivory Coast,,,,,,,,,,,"",,,,,,,,,
Mar-11,Noel L—pez Olgu’n,Male,Mexico,Freelance,Mexico,Print,"Columnist, Photographer",Crime,Yes,Local,Criminal Group,Murder,Yes,Yes,No,"No",,,,,,,,,
3/3/11,Merardo Alejandro Romero Ch‡vez,,Paraguay,La Voz de Ytakyry,Paraguay,,,,,,,,,,,"",,,,,,,,,
3/13/11,Ali Hassan al-Jaber,Male,Libya,Al-Jazeera,Qatar,Television,Camera Operator,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
3/15/11,Mohamed Shaglouf,,Libya,freelance,Libya,,,,,,,,,,,"",,,,,,,,,
3/18/11,Jamal al-Sharaabi,Male,Yemen,Al-Masdar,Yemen,Print,Photographer,Politics,No,Local,Military Officials,Dangerous Assignment,,No,No,"No",,,,,,,,,
3/19/11,Mohammed al-Nabbous,Male,Libya,Libya Al-Hurra TV,Libya,Internet,"Camera Operator, Internet Reporter, Publisher",War,Yes,Local,Paramilitary Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
3/24/11,Maria Len Flores Somera,,Philippines,DZME ,Philippines,,,,,,,,,,,"",,,,,,,,,
3/25/11,Luis Emanuel Ruiz Carrillo,Male,Mexico,La Prensa,Mexico,Print,Photographer,Culture,No,Local,Criminal Group,Murder,Yes,Yes,No,"No",,,,,,,,,
3/29/11,Sabah al-Bazi,Male,Iraq,Al-Arabiya,Iraq,Television,Broadcast,Politics,No,Local,Political Group,Dangerous Assignment,,,,"",,,,,,,,,
3/29/11,Muammar Khadir Abdelwahad,Male,Iraq,Al-Ayn,Iraq,Print,Print Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,,,"",,,,,,,,,
4/2/11,Zaman Ibrahim,,Pakistan,Daily Extra News,Pakistan,,,,,,,,,,,"",,,,,,,,,
4/5/11,Anton Hammerl,Male,Libya,Freelance,South Africa,Print,Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,Yes,No,"No",,,,,,,,,
4/8/11,Taha Hameed,,Iraq,Al-Massar TV,Iraq,,,,,,,,,,,"",,,,,,,,,
4/9/11,Zakariya Rashid Hassan al-Ashiri,Male,Bahrain,Freelance,Egypt,Internet,"Editor, Internet Reporter","Business, Culture, Human Rights, Politics",Yes,Local,Government Officials,Dangerous Assignment,,,,"",,,,,,,,,
4/9/11,Luciano Leit‹o Pedrosa,Male,Brazil,TV Vit—ria and Radio Metropolitana FM,Brazil,"Radio, Television",Columnist,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
4/12/11,Karim Fakhrawi,Male,Bahrain,Al-Wasat,Bahrain,Print,Publisher,"Human Rights, Politics",Yes,Local,Government Officials,Dangerous Assignment,,,,"",,,,,,,,,
4/20/11,Chris Hondros,Male,Libya,Getty Images,USA,"Print, Internet",Photographer,War,No,Foreign,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
4/20/11,Tim Hetherington,Male,Libya,Freelance,UK,"Print, Television",Photographer,War,Yes,Foreign,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
4/20/11,David Ni–o de Guzm‡n,,Bolivia,Agencia de Noticias Fides,Bolivia,,,,,,,,,,,"",,,,,,,,,
4/25/11,Alfredo Antonio Hurtado Nœ–ez,Male,El Salvador,Canal 33,El Salvador,Television,"Camera Operator, Editor",Crime,No,Local,Criminal Group,Murder,Partial,No,,"No",,,,,,,,,
5/3/11,Val_rio Nascimento,,Brazil,Panorama Geral,Brazil,,,,,,,,,,,"",,,,,,,,,
5/3/11,Julio Castillo Narv‡ez,,Peru,Ollantay Radio,Peru,,,,,,,,,,,"",,,,,,,,,
5/8/11,Sylvain Gagnetau Lago,Male,Ivory Coast,Radio Yopougon,Ivory Coast,Television,"Broadcast, Editor",Politics,No,Local,Military Officials,Murder,Yes,Yes,Yes,"No",,,,,,,,,
5/10/11,Nasrullah Khan Afridi,Male,Pakistan,Pakistan Television and Mashriq,Pakistan,"Print, Television","Broadcast, Print Reporter",,Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
5/11/11,H_ctor Francisco Medina Polanco,,Honduras,Omega Visi—n,Honduras,,,,,,,,,,,"",,,,,,,,,
5/17/11,Wilfred Iv‡n Ojeda,,Venezuela,El Clar’n,Venezuela,,,,,,,,,,,"",,,,,,,,,
5/19/11,Luis Ernesto Mendoza Cerrato,,Honduras,Channel 24,Honduras,,,,,,,,,,,"",,,,,,,,,
6/11/11,Asfandyar Khan,Male,Pakistan,Akhbar-e-Khyber,Pakistan,Print,Print Reporter,"Crime, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
6/11/11,Jyotirmoy Dey,,India,Midday,India,,,,,,,,,,,"",,,,,,,,,
6/12/11,Ibrahim Foday,,Sierra Leone,The Exclusive,Sierra Leone,,,,,,,,,,,"",,,,,,,,,
6/13/11,Romeo Olea,Male,Philippines,DWEB,Philippines,Radio,"Broadcast, Columnist","Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
6/15/11,Edinaldo Filgueira,Male,Brazil,Jornal o Serrano,Brazil,Print,"Editor, Publisher",Politics,No,Local,Unknown Fire,Murder,Partial,No,Yes,"No",,,,,,,,,
6/17/11,Shafiullah Khan,Male,Pakistan,The News,Pakistan,Print,Print Reporter,"Crime, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
6/20/11,Misael L—pez Solana,,Mexico,Notiver,Mexico,,,,,,,,,,,"",,,,,,,,,
6/20/11,Miguel çngel L—pez Velasco,,Mexico,Notiver,Mexico,,,,,,,,,,,"",,,,,,,,,
6/21/11,Alwan al-Ghorabi,Male,Iraq,Afaq,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,,,"",,,,,,,,,
6/22/11,Witness-Patchelly Kambale Musonia,,Democratic Republic of the Congo,freelance,Democratic Republic of the Congo,,,,,,,,,,,"",,,,,,,,,
6/30/11,Luis Eduardo G—mez,,Colombia,Freelance,Colombia,,,,,,,,,,,"",,,,,,,,,
Jul-11,Yolanda Ordaz de la Cruz,,Mexico,Notiver,Mexico,,,,,,,,,,,"",,,,,,,,,
7/14/11,Nery Gerem’as Orellana,,Honduras,"Radio Joconguera, Radio Progreso",Honduras,,,,,,,,,,,"",,,,,,,,,
7/21/11,Auro Ida,,Brazil,"Olhar Direto, Midianews ",Brazil,,,,,,,,,,,"",,,,,,,,,
7/28/11,Ahmad Omaid Khpalwak,Male,Afghanistan,"Pajhwok Afghan News, BBC",Afghanistan,"Print, Television","Broadcast, Photographer",War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
8/2/11,Jos_ Agust’n Silvestre de los Santos,Male,Dominican Republic,"La Voz de la Verdad, Ca–a TV",Dominican,"Print, Television","Broadcast, Print Reporter, Publisher","Corruption, Crime",No,Local,Criminal Group,Murder,Yes,Yes,Yes,"No",,,,,,,,,
8/4/11,Farah Hassan Sahal,,Somalia,Radio Simba,Somalia,,,,,,,,,,,"",,,,,,,,,
8/14/11,Muneer Shakir,,Pakistan,"Online News Network, Sabzbaat TV",Pakistan,,,,,,,,,,,"",,,,,,,,,
8/22/11,Niel Jimena,,Philippines,DYRI-RMN Radio ,Philippines,,,,,,,,,,,"",,,,,,,,,
9/1/11,Valderlei Canuto Leandro,,Brazil,Radio Frontera,Brazil,,,,,,,,,,,"",,,,,,,,,
9/2/11,Noramfaizul Mohd,Male,Somalia,Bernama TV,Malaysia,Television,Camera Operator,"Human Rights, War",No,Foreign,Military Officials,Dangerous Assignment,,,,"",,,,,,,,,
9/8/11,Hadi al-Mahdi,Male,Iraq,Freelance,Iraq,Radio,Broadcast,"Corruption, Politics",Yes,Local,Unknown Fire,Murder,Yes,,Yes,"",,,,,,,,,
9/8/11,Pedro Alfonso Flores Silva,Male,Peru,Channel 6,Peru,Television,Columnist,"Corruption, Politics",Yes,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
9/14/11,Jos_ Oquendo Reyes,,Peru,"Radio Alas Peruanas, BTV Canal 45",Peru,,,,,,,,,,,"",,,,,,,,,
9/19/11,Li Xiang,,China,Luoyang TV,China,,,,,,,,,,,"",,,,,,,,,
9/20/11,Farhad Taqaddosi,Male,Afghanistan,Press TV,Iran,Television,Camera Operator,"Politics, War",No,Foreign,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
9/24/11,Maria Elizabeth Mac’as Castro,Female,Mexico,Freelance,Mexico,Internet,Internet Reporter,Crime,Yes,Local,Criminal Group,Murder,Yes,No,No,"Yes",,,,,,,,,
9/24/11,Phamon Phonphanit,Male,Thailand,Sue Samut Atyakam,Thailand,Print,Print Reporter,Crime,No,Local,Political Group,Dangerous Assignment,,,,"",,,,,,,,,
9/24/11,Hassan al-Wadhaf,Male,Yemen,Arabic Media Agency,Yemen,Television,Camera Operator,Politics,Yes,Local,Paramilitary Group,Dangerous Assignment,,,No,"",,,,,,,,,
10/7/11,Faisal Qureshi,Male,Pakistan,The London Post,Pakistan,Internet,"Editor, Internet Reporter",Politics,No,Local,Political Group,Murder,Yes,No,Yes,"Yes",,,,,,,,,
10/9/11,Wael Mikhael,Male,Egypt,Al-Tareeq,Egypt,Television,Camera Operator,"Culture, Politics",Yes,Local,Military Officials,Dangerous Assignment,,,,"",,,,,,,,,
10/14/11,Roy Bagtikan Gallego,,Philippines,freelance,Philippines,,,,,,,,,,,"",,,,,,,,,
10/22/11,Zakariya Isa,Male,Nigeria,Nigeria Television Authority,Nigeria,Television,Camera Operator,,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
10/22/11,Fuad al-Shamri,,Yemen,Al-Saeeda TV,Yemen,,,,,,,,,,,"",,,,,,,,,
Nov-11,Javed Naseer Rind,Male,Pakistan,Daily Tawar,Pakistan,Print,"Columnist, Editor, Print Reporter","Crime, Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,Yes,Yes,"Yes",,,,,,,,,
11/6/11,Gelson Domingos da Silva,Male,Brazil,Bandeirantes TV,Brazil,Television,Camera Operator,Crime,No,Local,Unknown Fire,Dangerous Assignment,Yes,No,No,"No",,,,,,,,,
11/6/11,Dar’o Fern‡ndez Ja_n,Male,Panama,Radio Mi Favorita,Panama,Radio,Publisher,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
11/23/11,Rafiq Tagi,Male,Azerbaijan,Freelance,Azerbaijan,Internet,Internet Reporter,"Culture, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
12/1/11,Charles Ingabire,,Uganda, Inyenyeri News,Rwanda,,,,,,,,,,,"",,,,,,,,,
12/6/11,Luz Marina Paz Villalobos,,Honduras,Cadena Hondure–a de Noticias,Honduras,,,,,,,,,,,"",,,,,,,,,
12/15/11,Gadzhimurad Kamalov,Male,Russia,Chernovik,Russia,Print,"Editor, Publisher","Corruption, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
12/18/11,Abdisalan Sheikh Hassan,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,"Human Rights, Politics",Yes,Local,"Government Officials, Military Officials",Murder,Yes,No,Yes,"No",,,,,,,,,
12/27/11,Basil al-Sayed,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Military Officials,Dangerous Assignment,,,,"",,,,,,,,,
1/3/12,Shukri Abu al-Burghul,,Syria, Al-Thawra and Radio Damascus,Syrian,,,,,,,,,,,"",,,,,,,,,
1/5/12,Christopher Guarin,Male,Philippines,Radyo Mo Nationwide and Tatak News,Philippines,"Print, Radio","Internet Reporter, Publisher","Business, Politics",No,Local,Local Residents,Murder,Yes,No,Yes,"No",,,,,,,,,
1/11/12,Gilles Jacquier,Male,Syria,France 2,France,Television,Broadcast,"Human Rights, Politics",No,Foreign,Unknown Fire,Dangerous Assignment,,,,"",,,,,,,,,
1/12/12,"Wisut ""Ae"" Tangwittayaporn",Male,Thailand,Inside Phuket,Thailand,Print,Publisher,Business,No,Local,Local Residents,Murder,Yes,No,No,"No",,,,,,,,,
1/17/12,Mukarram Khan Aatif,Male,Pakistan,Freelance,Pakistan,"Radio, Television",Broadcast,"Politics, War",Yes,Local,"Military Officials, Political Group",Murder,Yes,No,Yes,"No",,,,,,,,,
1/18/12,Nansok Sallah,,Nigeria,Highland FM,Nigeria,,,,,,,,,,,"",,,,,,,,,
1/20/12,Enenche Akogwu,Male,Nigeria,Channels TV,Nigeria,Television,"Broadcast, Camera Operator","Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
1/28/12,Hassan Osman Abdi,Male,Somalia,Shabelle Media Network,Somali,"Radio, Television","Broadcast, Editor, Producer","Business, Corruption, Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
2/4/12,Mazhar Tayyara,Male,Syria,Freelance,Syria,"Television, Internet",Camera Operator,"Human Rights, Politics",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
2/9/12,Mario Randolfo Marques Lopes,Male,Brazil,Vassouras na Net,Brazil,Internet,Internet Reporter,"Corruption, Crime, Politics",No,Local,Government Officials,Murder,Yes,Yes,Yes,"No",,,,,,,,,
2/11/12,Meherun Runi,,Bangladesh,ATN Bangla Television,Bangladesh,,,,,,,,,,,"",,,,,,,,,
2/11/12,Golam Mustofa Sarowar,,Bangladesh,Maasranga Television,Bangladesh,,,,,,,,,,,"",,,,,,,,,
2/12/12,Paulo Roberto Cardoso Rodrigues,,Brazil,Jornal Da Praça and Mercosul News,Brazil,,,,,,,,,,,"",,,,,,,,,
2/18/12,Chandrika Rai,,India,Navbharat and The Hitavada,India,,,,,,,,,,,"",,,,,,,,,
2/21/12,Rami al-Sayed,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
2/22/12,R_mi Ochlik,Male,Syria,Freelance,France,Print,Photographer,"Human Rights, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
2/22/12,Marie Colvin,Female,Syria,The Sunday Times,American,Print,Print Reporter,"Human Rights, War",No,Foreign,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
2/24/12,Anas al-Tarsha,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
2/28/12,Abukar Hassan Mohamoud,Male,Somalia,Somaliweyn Radio,Somali,Radio,Editor,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
3/1/12,Rajesh Mishra,Male,India,Media Raj,Indian,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
3/4/12,Ali Ahmed Abdi,Male,Somalia,Freelance,Somali,"Radio, Internet","Broadcast, Columnist, Internet Reporter","Human Rights, Politics, War",Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
3/15/12,Argemiro C‡rdenas Agudelo,,Colombia,Metro Radio Est_reo,Colombia,,,,,,,,,,,"",,,,,,,,,
3/31/12,Ahmed Ismail Hassan,Male,Bahrain,Freelance,Bahrain,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Paramilitary Group,Dangerous Assignment,,,No,"",,,,,,,,,
4/2/12,Kamiran Salaheddin,,Iraq,Salaheddin Channel,Iraq,,,,,,,,,,,"",,,,,,,,,
4/3/12,Yadav Poudel,,Nepal,"Avenues TV, Rajdhani Daily, and Mechi Times",Nepal,,,,,,,,,,,"",,,,,,,,,
4/5/12,Mahad Salad Adan,Male,Somalia,Shabelle Media Network,Somalia,"Radio, Internet",Broadcast,Politics,Yes,Local,Political Group,Murder,Yes,,,"",,,,,,,,,
4/8/12,Leiron Kogoya,Male,Indonesia,Papua Pos Nabire and Pasifik Pos Dail,Indonesia,"Print, Internet",Print Reporter,"Culture, Human Rights, Politics",No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No",,,,,,,,,
4/8/12,Aldion Layao,,Philippines,DXRP Radio,Philippines,,,,,,,,,,,"",,,,,,,,,
4/9/12,Ali Shaaban,Male,Lebanon,Al-Jadeed,Lebanon,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
4/23/12,D_cio S‡,Male,Brazil,O Estado do Maranh‹o and Blog do D_cio,Brazil,"Print, Internet","Internet Reporter, Print Reporter","Corruption, Politics",No,Local,Criminal Group,Murder,Partial,No,Yes,"No",,,,,,,,,
4/28/12,Regina Mart’nez P_rez,Male,Mexico,Proceso,Mexico,Print,Print Reporter,"Crime, Politics",No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
5/2/12,Farhan Jeemis Abdulle,Male,Somalia,Radio Daljir and Simba Radio,Somalia,Radio,"Broadcast, Columnist, Producer","Culture, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
5/8/12,Nestor Libaton,,Philippines,DXHM Radio ,Philippines,,,,,,,,,,,"",,,,,,,,,
5/10/12,Aurangzeb Tunio,,Pakistan,Kawaish Television Network,Pakistan,,,,,,,,,,,"",,,,,,,,,
5/15/12,çngel Alfredo Villatoro,,Honduras,Radio HRN,Honduran,,,,,,,,,,,"",,,,,,,,,
5/19/12,Razzaq Gul,Male,Pakistan,Express News TV,Pakistan,Television,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,Yes,No,"Yes",,,,,,,,,
5/24/12,Ahmed Addow Anshur,Male,Somalia,Shabelle Media Network,Somalia,Radio,"Broadcast, Columnist, Producer",Politics,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
5/27/12,Ahmed Adnan al-Ashlaq,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/27/12,Lawrence Fahmy al-Naimi,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/27/12,Ammar Mohamed Suhail Zado,Male,Syria,Shaam News Network,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
5/28/12,Abdul Qadir Hajizai,Male,Pakistan,WASH TV,Pakistan,Television,Broadcast,"Politics, War",Yes,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
5/28/12,Ahmed al-Assam,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
